title,url,date_published,snippet,body,text
The spate of gun violence shows American exceptionalism at its worst,https://www.economist.com/united-states/2022/05/25/the-spate-of-gun-violence-shows-american-exceptionalism-at-its-worst,2022-05-25T07:01:09Z,"Texas and the country are weeping, again. But will anyone act?","Uvalde is a small town in the picturesque Texas Hill Country, west of San Antonio, which used to be best known as the honey capital of the world. Today it is associated with senseless slaughter. On M… [+5400 chars]",the spate of gun violence shows american exceptionalism at its worst texas and the country are weeping again but will anyone act uvalde is a small town in the picturesque texas hill country west of san antonio which used to be best known as the honey capital of the world today it is associated with senseless slaughter on m 
"Gun reform finally seems possible, though it is no silver bullet",https://www.economist.com/united-states/2022/06/09/gun-reform-finally-seems-possible-though-its-no-silver-bullet,2022-06-09T11:38:40Z,A possible gun deal has momentum,"When a gunman fatally shot 19 children and two teachers in an elementary school in Uvalde, Texas, 11-year-old Miah Cerrillo covered herself in the blood of a dead classmate and played dead to save he… [+4139 chars]",gun reform finally seems possible though it is no silver bullet a possible gun deal has momentum when a gunman fatally shot 19 children and two teachers in an elementary school in uvalde texas 11 year old miah cerrillo covered herself in the blood of a dead classmate and played dead to save he 
America’s senators manage to reach a deal on gun control,https://www.economist.com/united-states/2022/06/13/americas-senators-manage-to-reach-a-deal-on-gun-control,2022-06-13T00:08:04Z,The bipartisan compromise could herald the most important federal gun legislation in three decades,"We have a deal, tweeted Chris Murphy, a Democratic senator from Connecticut, announcing a bipartisan agreement to curb gun violence on the afternoon of June 12th. The deal has the support of at least… [+5617 chars]",america s senators manage to reach a deal on gun control the bipartisan compromise could herald the most important federal gun legislation in three decades we have a deal tweeted chris murphy a democratic senator from connecticut announcing a bipartisan agreement to curb gun violence on the afternoon of june 12th the deal has the support of at least 
Why America should make it harder to buy guns,https://www.economist.com/leaders/2022/05/25/why-america-should-make-it-harder-to-buy-guns,2022-05-25T17:54:14Z,"In many states, it is easier to own a gun than a dog. That is absurd","The motives for mass murder vary. The teenager in Buffalo who on May 14th shot and killed ten people, most of them black, was driven by racial paranoia. The 68-year-old who killed one and injured fiv… [+3743 chars]",why america should make it harder to buy guns in many states it is easier to own a gun than a dog that is absurd the motives for mass murder vary the teenager in buffalo who on may 14th shot and killed ten people most of them black was driven by racial paranoia the 68 year old who killed one and injured fiv 
"May 24 primaries: What to know about races in Georgia, Texas - The Associated Press - en Español",https://apnews.com/article/may-24-primary-what-to-know-20976f7121bd61d089713516f4a03b32,2022-05-23T04:29:23Z,"<ol><li>May 24 primaries: What to know about races in Georgia, Texas  The Associated Press - en Español
</li><li>Georgia primary elections | What to know  11Alive
</li><li>Democrats See Headwinds in Georgia, and Everywhere Else  The New York Times
</li><li…",ATLANTA (AP) Georgia takes center stage in Tuesdays primary elections as Gov. Brian Kemp and Secretary of State Brad Raffensperger try to fight back challengers endorsed by former President Donald Tr… [+8124 chars],may 24 primaries what to know about races in georgia texas en espa ol may 24 primaries what to know about races in georgia texas en espa ol georgia primary elections what to know 11alive democrats see headwinds in georgia and everywhere else the new york times li atlanta georgia takes center stage in tuesdays primary elections as gov brian kemp and secretary of state brad raffensperger try to fight back challengers endorsed by former president donald tr 
A Dad's Anguish Outside Texas School While Shooting Unfolded,https://apnews.com/article/uvalde-school-shooting-politics-texas-shootings-e3975aebf393ca7c122cc117d29059c4,2022-05-30T14:52:30Z,"UVALDE, Texas (AP) — Javier Cazares raced to his daughter’s school when he heard there was a shooting, leaving his truck running with the door open as he ran into the school yard. In his rush, he didn't bring his gun.","UVALDE, Texas (AP) Javier Cazares raced to his daughters school when he heard there was a shooting, leaving his truck running with the door open as he ran into the school yard. In his rush, he didnt … [+8918 chars]",a dad s anguish outside texas school while shooting unfolded uvalde texas javier cazares raced to his daughter s school when he heard there was a shooting leaving his truck running with the door open as he ran into the school yard in his rush he didn t bring his gun uvalde texas javier cazares raced to his daughters school when he heard there was a shooting leaving his truck running with the door open as he ran into the school yard in his rush he didnt 
Locals grapple with school chief's role...,https://apnews.com/article/uvalde-school-shooting-politics-texas-shootings-police-644dc916ad976b2a95d2373e47565e9a,2022-05-31T11:37:37Z,"Locals grapple with school chief's role...

 
 
 
 (Top headline, 5th story, link)

 

 

 
 Related stories:While Uvalde mourns, Biden urges action...
ANTI-GUN TIRADE...
Canada announces plan for national freeze on handguns...
NRA re-elects LaPierre, …","UVALDE, Texas (AP) The blame for an excruciating delay in killing the gunman at a Texas elementary school even as parents outside begged police to rush in and panicked children called 911 from inside… [+6137 chars]",locals grapple with school chief s role locals grapple with school chief s role related stories while uvalde mourns biden urges action anti gun tirade canada announces plan for national freeze on handguns nra re elects lapierre uvalde texas the blame for an excruciating delay in killing the gunman at a texas elementary school even as parents outside begged police to rush in and panicked children called 911 from inside 
Police inaction moves to center of probe...,https://apnews.com/article/uvalde-school-shooting-police-184334fed299bad71e257b585f7790ea,2022-05-28T14:04:37Z,"Police inaction moves to center of probe...

 
 
 
 (Top headline, 4th story, link)

 

 

 
 Related stories:As USA mourns shootings, NRA in turmoil but influence remains...
Hundreds protest outside convention...
New timeline of TX massacre includes st…","The actions or more notably, the inaction of a school district police chief and other law enforcement officers moved swiftly to the center of the investigation into this weeks shocking school shootin… [+5866 chars]",police inaction moves to center of probe police inaction moves to center of probe related stories as usa mourns shootings nra in turmoil but influence remains hundreds protest outside convention new timeline of tx massacre includes st the actions or more notably the inaction of a school district police chief and other law enforcement officers moved swiftly to the center of the investigation into this weeks shocking school shootin 
'Horrifying' conspiracy theories...,https://apnews.com/article/uvalde-school-shooting-government-and-politics-shootings-texas-conspiracy-theories-8d9ac3b61420c6542b11d0da3f0b3a16,2022-05-26T11:22:38Z,"'Horrifying' conspiracy theories...

 
 
 
 (Top headline, 9th story, link)

 

 

 
 Related stories:Uvalde grieves after school rampage while new details emerge...
A grisly checklist...
FURIOUS FATHER SLAMS COPS FOR WAITING 90 MINS TO TAKE DOWN KILLER…","PROVIDENCE, R.I. (AP) By now its as predictable as the calls for thoughts and prayers: A mass shooting leaves many dead, and wild conspiracy theories and misinformation about the carnage soon follow.… [+5599 chars]", horrifying conspiracy theories horrifying conspiracy theories related stories uvalde grieves after school rampage while new details emerge a grisly checklist furious father slams cops for waiting 90 mins to take down killer providence r i by now its as predictable as the calls for thoughts and prayers a mass shooting leaves many dead and wild conspiracy theories and misinformation about the carnage soon follow 
Biden confronts horrors in Uvalde...,https://apnews.com/article/texas-school-shooting-biden-visits-uvalde-5602203ec1088223e3b6aaed3d219136,2022-05-29T22:22:36Z,"Biden confronts horrors in Uvalde...

 
 
 
 (Top headline, 3rd story, link)

 

 

 
 Related stories:At NRA Gathering, Protesters and Gun Supporters Spar...
Kamala calls for 'assault weapons ban'...
New timeline of TX massacre includes student 911 cal…","UVALDE, Texas (AP) President Joe Biden and first lady Jill Biden offered comfort Sunday to a city gripped by grief and anger as they paid respects at a memorial to 19 students and two teachers slain … [+5896 chars]",biden confronts horrors in uvalde biden confronts horrors in uvalde related stories at nra gathering protesters and gun supporters spar kamala calls for assault weapons ban new timeline of tx massacre includes student 911 cal uvalde texas president joe biden and first lady jill biden offered comfort sunday to a city gripped by grief and anger as they paid respects at a memorial to 19 students and two teachers slain 
4 killed in shooting at Tulsa medical building...,https://apnews.com/article/tulsa-oklahoma-c29a239d1c2ac7f7f0bfdc161b72f6f2,2022-06-02T01:04:38Z,"TULSA, Oklahoma (AP) — Four people were killed Wednesday in a shooting at a Tulsa medical building on a hospital campus, a police captain said.  Tulsa Police Department Deputy Chief Eric Dalgleish confirmed the number of dead and said the shooter also was dea…","TULSA, Oklahoma (AP) Four people were killed Wednesday in a shooting at a Tulsa medical building on a hospital campus, a police captain said. 
Tulsa Police Department Deputy Chief Eric Dalgleish con… [+2552 chars]",4 killed in shooting at tulsa medical building tulsa oklahoma four people were killed wednesday in a shooting at a tulsa medical building on a hospital campus a police captain said tulsa police department deputy chief eric dalgleish confirmed the number of dead and said the shooter also was dea tulsa oklahoma four people were killed wednesday in a shooting at a tulsa medical building on a hospital campus a police captain said tulsa police department deputy chief eric dalgleish con 
Walked through apparently unlocked door...,https://apnews.com/article/uvalde-school-shooting-politics-texas-shootings-56a4d01fb1cda19947db89fcb6bd85fd,2022-05-26T19:40:36Z,"Walked through apparently unlocked door...

 
 
 
 (Top headline, 3rd story, link)

 

 

 
 Related stories:Uvalde grieves after school rampage while new details emerge...
A grisly checklist...
FURIOUS FATHER SLAMS COPS FOR WAITING 90 MINS TO TAKE DOWN…","UVALDE, Texas (AP) The 18-year-old gunman who killed 21 people at a Texas elementary school walked in unimpeded through an apparently unlocked door, a law enforcement official said Thursday.
Also, t… [+4608 chars]",walked through apparently unlocked door walked through apparently unlocked door related stories uvalde grieves after school rampage while new details emerge a grisly checklist furious father slams cops for waiting 90 mins to take down uvalde texas the 18 year old gunman who killed 21 people at a texas elementary school walked in unimpeded through an apparently unlocked door a law enforcement official said thursday also t 
Tulsa shooter targeted doctor he blamed for back pain; 4 DEAD...,https://apnews.com/article/tulsa-oklahoma-texas-school-shootings-61bba0dcf04e2f8dbc34ec4ee7fd02b0,2022-06-02T16:22:38Z,"A man who blamed his surgeon for ongoing pain after a recent back surgery bought an AR-style rifle hours before opening fire at a Tulsa medical office, killing the surgeon and three other people before fatally shooting himself, police said Thursday.","A man who blamed his surgeon for ongoing pain after a recent back surgery bought an AR-style rifle hours before opening fire at a Tulsa medical office, killing the surgeon and three other people befo… [+5331 chars]",tulsa shooter targeted doctor he blamed for back pain 4 dead a man who blamed his surgeon for ongoing pain after a recent back surgery bought an ar style rifle hours before opening fire at a tulsa medical office killing the surgeon and three other people before fatally shooting himself police said thursday a man who blamed his surgeon for ongoing pain after a recent back surgery bought an ar style rifle hours before opening fire at a tulsa medical office killing the surgeon and three other people befo 
Thousands rally for gun reform after surge in mass shootings...,https://apnews.com/article/congress-parkland-florida-school-shooting-gun-violence-shootings-public-opinion-06cd760edf8977716dba0c2b157a1a91,2022-06-11T13:37:36Z,"WASHINGTON (AP) — Thousands of protestors are expected to rally in Washington, D.C., Saturday and in separate demonstrations around the country as part of a renewed push for nationwide gun control. Motivated by a fresh surge in mass shootings, from Uvalde, Te…","WASHINGTON (AP) Thousands of protestors are expected to rally in Washington, D.C., Saturday and in separate demonstrations around the country as part of a renewed push for nationwide gun control. Mot… [+3498 chars]",thousands rally for gun reform after surge in mass shootings washington thousands of protestors are expected to rally in washington d c saturday and in separate demonstrations around the country as part of a renewed push for nationwide gun control motivated by a fresh surge in mass shootings from uvalde te washington thousands of protestors are expected to rally in washington d c saturday and in separate demonstrations around the country as part of a renewed push for nationwide gun control mot 
"As USA mourns shootings, NRA in turmoil but influence remains...",https://apnews.com/article/shootings-gun-politics-barack-obama-houston-violence-62765e5b208e74c0b109678bb46d31ed,2022-05-28T13:07:36Z,"As USA mourns shootings, NRA in turmoil but influence remains...

 
 
 
 (Top headline, 1st story, link)

 

 

 
 Related stories:MOTHER: 'I know he had his reasons for doing what he did'...
Police waited 48 mins IN SCHOOL before pursuing...
Top cop ad…","HOUSTON (AP) For a brief moment in 2012, it seemed like a national stalemate over guns was breaking. 
Adam Lanza, a 20-year-old gunman, had forced his way into a Connecticut elementary school and ma… [+8496 chars]",as usa mourns shootings nra in turmoil but influence remains as usa mourns shootings nra in turmoil but influence remains related stories mother i know he had his reasons for doing what he did police waited 48 mins in school before pursuing top cop ad houston for a brief moment in 2012 it seemed like a national stalemate over guns was breaking adam lanza a 20 year old gunman had forced his way into a connecticut elementary school and ma 
Biden urges Congress to act on guns in rare prime-time address...,https://apnews.com/article/biden-oklahoma-tulsa-shootings-gun-violence-5dc90ec2ab417708f9f023e642031c5b,2022-06-03T04:07:37Z,"WASHINGTON (AP) — “Enough, enough,” President Joe Biden exclaimed over and over Thursday night, as he delivered an impassioned address to the nation imploring Congress to take action against gun violence after mass shootings he said had turned schools, superm…","WASHINGTON (AP) Enough, enough, President Joe Biden exclaimed over and over Thursday night, as he delivered an impassioned address to the nation imploring Congress to take action against gun violence… [+6128 chars]",biden urges congress to act on guns in rare prime time address washington enough enough president joe biden exclaimed over and over thursday night as he delivered an impassioned address to the nation imploring congress to take action against gun violence after mass shootings he said had turned schools superm washington enough enough president joe biden exclaimed over and over thursday night as he delivered an impassioned address to the nation imploring congress to take action against gun violence 
"For families deeply divided, summer of hot buttons begins...",https://apnews.com/article/travel-donald-trump-fe2b95087f468878bf633963f3202fc0,2022-06-16T12:07:37Z,"NEW YORK (AP) — Kristia Leyendecker has navigated a range of opposing views from her two siblings and other loved ones since 2016, when Donald Trump's election put a sharp, painful point on their political divisions as she drifted from the Republican Party of…","NEW YORK (AP) Kristia Leyendecker has navigated a range of opposing views from her two siblings and other loved ones since 2016, when Donald Trumps election put a sharp, painful point on their politi… [+6650 chars]",for families deeply divided summer of hot buttons begins new york kristia leyendecker has navigated a range of opposing views from her two siblings and other loved ones since 2016 when donald trump s election put a sharp painful point on their political divisions as she drifted from the republican party of new york kristia leyendecker has navigated a range of opposing views from her two siblings and other loved ones since 2016 when donald trumps election put a sharp painful point on their politi 
Biden says 'we have to act' after Texas school shooting - The Associated Press,https://apnews.com/article/biden-to-address-nation-over-uvalde-school-shooting-c2c414829a7397cb6e3de82636de2ba9,2022-05-25T10:52:13Z,"<ol><li>Biden says 'we have to act' after Texas school shooting  The Associated Press
</li><li>Gunman at a Texas elementary school kills 19 students and two adults before being fatally shot, officials say  CNN
</li><li>Texas school shooting: Bay Area mental…","WASHINGTON (AP) Lamenting a uniquely American tragedy, an anguished and angry President Joe Biden delivered an urgent call for new restrictions on firearms after a gunman shot and killed at least 19 … [+6384 chars]",biden says we have to act after texas school shooting biden says we have to act after texas school shooting gunman at a texas elementary school kills 19 students and two adults before being fatally shot officials say cnn texas school shooting bay area mental washington lamenting a uniquely american tragedy an anguished and angry president joe biden delivered an urgent call for new restrictions on firearms after a gunman shot and killed at least 19 
"Families mourn, worry in wake of elementary school shooting - The Associated Press",https://apnews.com/article/texas-school-shootings-victims-a197fa6758a87d4b496dfca4d707ba47,2022-05-25T12:30:37Z,"<ol><li>Families mourn, worry in wake of elementary school shooting  The Associated Press
</li><li>Gunman at a Texas elementary school kills 19 students and two adults before being fatally shot, officials say  CNN
</li><li>Parents desperately search for chi…","UVALDE, Texas (AP) Distraught families gathered at a local civic center and turned to social media to mourn and to make desperate pleas for help finding missing children as the death toll in a grueso… [+4042 chars]",families mourn worry in wake of elementary school shooting families mourn worry in wake of elementary school shooting gunman at a texas elementary school kills 19 students and two adults before being fatally shot officials say cnn parents desperately search for chi uvalde texas distraught families gathered at a local civic center and turned to social media to mourn and to make desperate pleas for help finding missing children as the death toll in a grueso 
Meghan pays respect to Texas school shooting victims - The Associated Press,https://apnews.com/article/uvalde-school-shooting-entertainment-shootings-texas-2cb9f9471a698bc4b567b0c11a2668df,2022-05-27T03:43:19Z,"<ol><li>Meghan pays respect to Texas school shooting victims  The Associated Press
</li><li>Meghan Markle visits Uvalde to lay white roses at memorial for Texas school shooting  Fox News
</li><li>Police: Texas gunman walked through apparently unlocked door …","UVALDE, Texas (AP) Meghan, the Duchess of Sussex, made a visit to a memorial site for the victims involved in the deadly elementary school shooting in Texas.
Meghan placed white flowers tied with a … [+722 chars]",meghan pays respect to texas school shooting victims meghan pays respect to texas school shooting victims meghan markle visits uvalde to lay white roses at memorial for texas school shooting fox news police texas gunman walked through apparently unlocked door uvalde texas meghan the duchess of sussex made a visit to a memorial site for the victims involved in the deadly elementary school shooting in texas meghan placed white flowers tied with a 
EXPLAINER: Social media and the Texas shooter's messages - The Associated Press - en Español,https://apnews.com/article/uvalde-school-shooting-technology-politics-shootings-a2419221adbed193c9ae403694116428,2022-05-26T04:25:27Z,"<ol><li>EXPLAINER: Social media and the Texas shooter's messages  The Associated Press - en Español
</li><li>Uvalde, Texas school shooting: What we know about the gunman, how he got his weapons  KHOU 11
</li><li>Uvalde school shooting live updates: Abbott r…",Could Facebook have known about ominous direct-message threats made by a gunman who Texas authorities say massacred 19 children and two teachers at an elementary school? Could it have warned the auth… [+3233 chars],explainer social media and the texas shooter s messages en espa ol explainer social media and the texas shooter s messages en espa ol uvalde texas school shooting what we know about the gunman how he got his weapons khou 11 uvalde school shooting live updates abbott r could facebook have known about ominous direct message threats made by a gunman who texas authorities say massacred 19 children and two teachers at an elementary school could it have warned the auth 
"After Texas shooting, schools around US boost security - The Associated Press",https://apnews.com/article/uvalde-school-shooting-schools-security-0be46be6a91f113912dcc8f2a52ee75e,2022-05-29T11:44:41Z,"<ol><li>After Texas shooting, schools around US boost security  The Associated Press
</li><li>Be There Dad's mission to comfort kids after Uvalde shooting  WCNC
</li><li>After Texas shooting, schools in Connecticut and around US boost security  Hartford Cou…","In the aftermath of the elementary school massacre in Uvalde, Texas, schools around the U.S. have brought in additional security staff and restricted visitors as they deal with a new rash of copycat … [+4301 chars]",after texas shooting schools around us boost security after texas shooting schools around us boost security be there dad s mission to comfort kids after uvalde shooting wcnc after texas shooting schools in connecticut and around us boost security hartford cou in the aftermath of the elementary school massacre in uvalde texas schools around the u s have brought in additional security staff and restricted visitors as they deal with a new rash of copycat 
Justice Dept. to review response to Texas school shooting - The Associated Press,https://apnews.com/article/texas-school-shooting-justice-department-reviewing-response-ed6ea4160d723c2a25cde1c909d31fa7,2022-05-29T18:35:26Z,"<ol><li>Justice Dept. to review response to Texas school shooting  The Associated Press
</li><li>Texas officials had contradictory accounts of Uvalde school shooting | USA TODAY  USA TODAY
</li><li>Opinion | Inaccurate official reports mar Uvalde coverage  …","UVALDE, Texas (AP) The Justice Department said Sunday it will review the law enforcement response to the Texas school shooting, an unusual federal look back prompted by questions about the shifting a… [+2346 chars]",justice dept to review response to texas school shooting justice dept to review response to texas school shooting texas officials had contradictory accounts of uvalde school shooting usa today usa today opinion inaccurate official reports mar uvalde coverage uvalde texas the justice department said sunday it will review the law enforcement response to the texas school shooting an unusual federal look back prompted by questions about the shifting a 
"19 children, 2 adults killed in Texas school rampage - The Associated Press",https://apnews.com/article/uvalde-texas-school-shooting-44a7cfb990feaa6ffe482483df6e4683,2022-05-25T21:17:20Z,"<ol><li>19 children, 2 adults killed in Texas school rampage  The Associated Press
</li><li>District 200 Shares Safety Message In Wake Of Deadly Texas Shooting  Wheaton, IL Patch
</li><li>El Paso organizations to send caskets to Uvalde community  KFOX El Pa…","UVALDE, Texas (AP) The gunman who massacred 19 children and two teachers at an elementary school in Texas warned in online messages sent minutes before the attack that he had shot his grandmother and… [+8869 chars]",19 children 2 adults killed in texas school rampage 19 children 2 adults killed in texas school rampage district 200 shares safety message in wake of deadly texas shooting wheaton il patch el paso organizations to send caskets to uvalde community kfox el pa uvalde texas the gunman who massacred 19 children and two teachers at an elementary school in texas warned in online messages sent minutes before the attack that he had shot his grandmother and 
"Live updates | 19 kids, 2 adults slain in school shooting - The Associated Press - en Español",https://apnews.com/article/uvalde-school-shooting-live-updates-272c7a5db6413da5022652013a2521da,2022-05-25T05:12:22Z,"<ol><li>Live updates | 19 kids, 2 adults slain in school shooting  The Associated Press - en Español
</li><li>Why isn't more being done to eliminate gun violence in America?  9NEWS
</li><li>As deadly school massacre unfolds in Texas, few signs of common gro…","UVALDE, Texas (AP) UVALDE Authorities say the victim death toll from the Texas school shooting now stands at 19 children and two adults.
The latest figures come from Travis Considine, a spokesman fo… [+3867 chars]",live updates 19 kids 2 adults slain in school shooting en espa ol live updates 19 kids 2 adults slain in school shooting en espa ol why isn t more being done to eliminate gun violence in america 9news as deadly school massacre unfolds in texas few signs of common gro uvalde texas uvalde authorities say the victim death toll from the texas school shooting now stands at 19 children and two adults the latest figures come from travis considine a spokesman fo 
Mourners say goodbye to Uvalde teacher and her husband - The Associated Press - en Español,https://apnews.com/article/uvalde-school-shooting-shootings-texas-education-dd7031b2ce60283a3769ebdb669fa5d2,2022-06-01T19:30:00Z,"UVALDE, Texas (AP) — Mourners gathered Wednesday at a Catholic church to say goodbye to Robb Elementary School teacher Irma Garcia — who died in the shooting  at the Uvalde, Texas, grade school — and her husband, Joe — who died two days later from a heart att…","UVALDE, Texas (AP) Mourners gathered Wednesday at a Catholic church to say goodbye to Robb Elementary School teacher Irma Garcia who died in the shooting at the Uvalde, Texas, grade school and her hu… [+3426 chars]",mourners say goodbye to uvalde teacher and her husband en espa ol uvalde texas mourners gathered wednesday at a catholic church to say goodbye to robb elementary school teacher irma garcia who died in the shooting at the uvalde texas grade school and her husband joe who died two days later from a heart att uvalde texas mourners gathered wednesday at a catholic church to say goodbye to robb elementary school teacher irma garcia who died in the shooting at the uvalde texas grade school and her hu 
Senator: Chief had no radio during Uvalde school shooting - The Associated Press - en Español,https://apnews.com/article/uvalde-school-shooting-politics-texas-shootings-6900bca21a95c38bff9183cf1ea103f0,2022-06-03T20:54:11Z,"<ol><li>Senator: Chief had no radio during Uvalde school shooting  The Associated Press - en Español
</li><li>Texas school shooting: Uvalde police chief wasn't aware of 911 calls, senator says  WFAA
</li><li>'System Error': Texas Lawmaker Says 911 Calls Fro…","UVALDE, Texas (AP) The state agency investigating the mass shooting at an elementary school in Uvalde has determined that the commander facing criticism for the slow police response was not carrying … [+4299 chars]",senator chief had no radio during uvalde school shooting en espa ol senator chief had no radio during uvalde school shooting en espa ol texas school shooting uvalde police chief wasn t aware of 911 calls senator says wfaa system error texas lawmaker says 911 calls fro uvalde texas the state agency investigating the mass shooting at an elementary school in uvalde has determined that the commander facing criticism for the slow police response was not carrying 
Students of color push back on calls for police in schools - The Associated Press - en Español,https://apnews.com/article/uvalde-school-shooting-police-in-schools-755721618f268d6fc7039a8cb255d43a,2022-06-05T13:39:54Z,"After the mass shooting at a Texas elementary school, schools around the country pledged to boost security measures and increased the presence of law enforcement on campus — partly to reassure parents and students.","After the mass shooting at a Texas elementary school, schools around the country pledged to boost security measures and increased the presence of law enforcement on campus partly to reassure parents … [+6231 chars]",students of color push back on calls for police in schools en espa ol after the mass shooting at a texas elementary school schools around the country pledged to boost security measures and increased the presence of law enforcement on campus partly to reassure parents and students after the mass shooting at a texas elementary school schools around the country pledged to boost security measures and increased the presence of law enforcement on campus partly to reassure parents 
O'Rourke bets shooting will shake up Texas governor's race - The Associated Press,https://apnews.com/article/2022-midterm-elections-texas-el-paso-beto-orourke-congress-e5642ae5e61fe5f4b1304e67572de356,2022-05-30T13:34:38Z,"<ol><li>O'Rourke bets shooting will shake up Texas governor's race  The Associated Press
</li><li>Gov. Abbott gave 2 different speeches about gun control at same time  Business Insider
</li><li>Peters bites back over Chicago criticism  WGN TV Chicago
</li>…","WASHINGTON (AP) Still mourning a Texas mass shooting, Democrat Beto ORourke gave his long-shot campaign a jolt by imploring a national audience that it was finally time for real action to curb the pr… [+6938 chars]",o rourke bets shooting will shake up texas governor s race o rourke bets shooting will shake up texas governor s race gov abbott gave 2 different speeches about gun control at same time business insider peters bites back over chicago criticism wgn tv chicago washington still mourning a texas mass shooting democrat beto orourke gave his long shot campaign a jolt by imploring a national audience that it was finally time for real action to curb the pr 
Uvalde school police chief defends Texas shooting response - The Associated Press - en Español,https://apnews.com/article/uvalde-school-shooting-texas-education-shootings-33789221930cff7331f4279ec8625ba3,2022-06-10T05:37:30Z,"<ol><li>Uvalde school police chief defends Texas shooting response  The Associated Press - en Español
</li><li>New Documents Show Uvalde Police Waited to Confront Gunman  The New York Times
</li><li>New details emerge as Uvalde school district police chief …","AUSTIN, Texas (AP) The Texas school police chief criticized for his actions during one of the deadliest classroom shootings in U.S. history said in his first extensive comments, published Thursday, t… [+6056 chars]",uvalde school police chief defends texas shooting response en espa ol uvalde school police chief defends texas shooting response en espa ol new documents show uvalde police waited to confront gunman the new york times new details emerge as uvalde school district police chief austin texas the texas school police chief criticized for his actions during one of the deadliest classroom shootings in u s history said in his first extensive comments published thursday t 
What did police know as the Uvalde school shooting unfolded? - The Associated Press - en Español,https://apnews.com/article/uvalde-school-shooting-politics-texas-shootings-5dcf951981bec7fce3a78aac0cd3dfa9,2022-06-03T19:40:16Z,"<ol><li>What did police know as the Uvalde school shooting unfolded?  The Associated Press - en Español
</li><li>School police chief didn't have his radio during Uvalde school shooting, State senator says  WFAA
</li><li>Uvalde teacher had made peace with id…","As investigators dig deeper into the law enforcement response to the school shooting in Uvalde, Texas, a host of disturbing questions remain about what officers on the scene knew as the deadly attack… [+6005 chars]",what did police know as the uvalde school shooting unfolded en espa ol what did police know as the uvalde school shooting unfolded en espa ol school police chief didn t have his radio during uvalde school shooting state senator says wfaa uvalde teacher had made peace with id as investigators dig deeper into the law enforcement response to the school shooting in uvalde texas a host of disturbing questions remain about what officers on the scene knew as the deadly attack 
Pastor shot at by Uvalde gunman recounts terror in sermon - The Associated Press - en Español,https://apnews.com/article/uvalde-school-shooting-texas-shootings-religion-79e7a4e6ae4170f506353a8d51250b8b,2022-06-05T20:13:34Z,"UVALDE, Texas (AP) — Gilbert Limones and a coworker at a funeral home were among the first people shot at by the gunman who killed 19 children and two teachers  at a Texas elementary school.","UVALDE, Texas (AP) Gilbert Limones and a coworker at a funeral home were among the first people shot at by the gunman who killed 19 children and two teachers at a Texas elementary school. Hes spent m… [+5915 chars]",pastor shot at by uvalde gunman recounts terror in sermon en espa ol uvalde texas gilbert limones and a coworker at a funeral home were among the first people shot at by the gunman who killed 19 children and two teachers at a texas elementary school uvalde texas gilbert limones and a coworker at a funeral home were among the first people shot at by the gunman who killed 19 children and two teachers at a texas elementary school hes spent m 
NRA opens gun convention in Texas after school massacre - The Associated Press,https://apnews.com/article/uvalde-school-shooting-texas-donald-trump-violence-212dfd1b57474f1ab208d4a72521a010,2022-05-27T10:04:04Z,"HOUSTON (AP) — The National Rifle Association begins its annual convention in Houston on Friday, and leaders of the powerful gun-rights lobbying group are gearing up to “reflect on” — and deflect any blame for — the deadly shooting  earlier this week of 19 ch…","HOUSTON (AP) The National Rifle Association begins its annual convention in Houston on Friday, and leaders of the powerful gun-rights lobbying group are gearing up to reflect on and deflect any blame… [+5674 chars]",nra opens gun convention in texas after school massacre houston the national rifle association begins its annual convention in houston on friday and leaders of the powerful gun rights lobbying group are gearing up to reflect on and deflect any blame for the deadly shooting earlier this week of 19 ch houston the national rifle association begins its annual convention in houston on friday and leaders of the powerful gun rights lobbying group are gearing up to reflect on and deflect any blame 
Biden sees chance of 'rational' Republican approach on guns - The Associated Press,https://apnews.com/article/biden-texas-congress-government-and-politics-school-shootings-dd152e859184a8bbbc36e1a5d960a232,2022-05-30T17:42:41Z,"<ol><li>Biden sees chance of 'rational' Republican approach on guns  The Associated Press
</li><li>President Biden, first lady pay respects to grieving families in Uvalde, Texas  CBS New York
</li><li>Texas Gov. Greg Abbott Loudly Booed At Uvalde Memorial  …","WASHINGTON (AP) President Joe Biden said Monday that the Second Amendment was never absolute and that, after the Texas elementary school shooting, there may be some bipartisan support to tighten rest… [+4360 chars]",biden sees chance of rational republican approach on guns biden sees chance of rational republican approach on guns president biden first lady pay respects to grieving families in uvalde texas cbs new york texas gov greg abbott loudly booed at uvalde memorial washington president joe biden said monday that the second amendment was never absolute and that after the texas elementary school shooting there may be some bipartisan support to tighten rest 
